Time on GPS,Time on GPS Adjusted to remove rounding error,Time correction for Layback,Corrected time,Rounded to nearest second,Transect,Long,Lat,Matched_image_name,Date-time,Speed,Unknown2,Date,NA,Unknown3,Unknown4,Date,,
12:13:20,12:13:20,0:00:56,12:14:16,12:14:16,HPZT6,115.22133,33.55792,L1120_HPZT6_12_05_31_0107,5/20/2020 12:13,1.12,357.12,200520,NA,,A*76,200520,2306,
12:13:25,12:13:25,0:00:56,12:14:21,12:14:21,HPZT6,115.22134,33.55789333,L1120_HPZT6_12_05_31_0108,5/20/2020 12:13,1.15,21.12,200520,NA,,A*4E,200520,2311,
12:13:30,12:13:30,0:00:56,12:14:26,12:14:26,HPZT6,115.2213483,33.55786333,L1120_HPZT6_12_05_31_0109,5/20/2020 12:13,1.2,27.85,200520,NA,,A*47,200520,2316,
12:13:35,12:13:35,0:00:56,12:14:31,12:14:31,HPZT6,115.2213483,33.557835,L1120_HPZT6_12_05_31_0110,5/20/2020 12:13,0.88,15.23,200520,NA,,A*44,200520,2321,
12:13:40,12:13:40,0:00:56,12:14:36,12:14:36,HPZT6,115.2213517,33.55780167,L1120_HPZT6_12_05_31_0111,5/20/2020 12:13,1.15,8.31,200520,NA,,A*7A,200520,2326,
12:13:45,12:13:45,0:00:56,12:14:41,12:14:41,HPZT6,115.2213617,33.55777667,L1120_HPZT6_12_05_31_0112,5/20/2020 12:13,1.17,32.43,200520,NA,,A*4E,200520,2331,
12:13:50,12:13:50,0:00:56,12:14:46,12:14:46,HPZT6,115.2213667,33.55775167,L1120_HPZT6_12_05_31_0113,5/20/2020 12:13,0.95,9.62,200520,NA,,A*7C,200520,2336,
12:13:55,12:13:55,0:00:56,12:14:51,12:14:51,HPZT6,115.2213733,33.55772833,L1120_HPZT6_12_05_31_0114,5/20/2020 12:13,1.11,0.6,200520,NA,,A*7B,200520,2341,
12:14:00,12:14:00,0:00:56,12:14:56,12:14:56,HPZT6,115.221385,33.55770333,L1120_HPZT6_12_05_31_0115,5/20/2020 12:14,1.24,16.53,200520,NA,,A*4E,200520,2346,
12:14:05,12:14:05,0:00:56,12:15:01,12:15:01,HPZT6,115.221395,33.55767833,L1120_HPZT6_12_05_31_0116,5/20/2020 12:14,0.96,3.57,200520,NA,,A*72,200520,2351,
12:14:10,12:14:10,0:00:56,12:15:06,12:15:06,HPZT6,115.2213967,33.557645,L1120_HPZT6_12_05_31_0117,5/20/2020 12:14,1.18,13.44,200520,NA,,A*45,200520,2356,
12:14:15,12:14:15,0:00:56,12:15:11,12:15:11,HPZT6,115.2214017,33.55761333,L1120_HPZT6_12_05_31_0118,5/20/2020 12:14,1.05,18.2,200520,NA,,A*4A,200520,2361,
12:14:20,12:14:20,0:00:56,12:15:16,12:15:16,HPZT6,115.2214033,33.55758333,L1120_HPZT6_12_05_31_0119,5/20/2020 12:14,1.08,7.49,200520,NA,,A*7A,200520,2366,
12:14:25,12:14:25,0:00:56,12:15:21,12:15:21,HPZT6,115.22141,33.557555,L1120_HPZT6_12_05_31_0120,5/20/2020 12:14,1.03,12.31,200520,NA,,A*4E,200520,2371,
12:14:30,12:14:30,0:00:56,12:15:26,12:15:26,HPZT6,115.2214117,33.55752833,L1120_HPZT6_12_05_31_0121,5/20/2020 12:14,1.14,8.67,200520,NA,,A*71,200520,2376,
12:14:35,12:14:35,0:00:56,12:15:31,12:15:31,HPZT6,115.2214217,33.55751,L1120_HPZT6_12_05_31_0122,5/20/2020 12:14,1.05,13.37,200520,NA,,A*4E,200520,2381,
12:14:40,12:14:40,0:00:56,12:15:36,12:15:36,HPZT6,115.2214267,33.55748833,L1120_HPZT6_12_05_31_0123,5/20/2020 12:14,1.07,13.81,200520,NA,,A*4D,200520,2386,
12:14:45,12:14:45,0:00:56,12:15:41,12:15:41,HPZT6,115.2214333,33.55746167,L1120_HPZT6_12_05_31_0124,5/20/2020 12:14,1.09,10.42,200520,NA,,A*45,200520,2391,
12:14:50,12:14:50,0:00:56,12:15:46,12:15:46,HPZT6,115.2214367,33.55744333,L1120_HPZT6_12_05_31_0125,5/20/2020 12:14,0.98,12.96,200520,NA,,A*47,200520,2396,
12:14:55,12:14:55,0:00:56,12:15:51,12:15:51,HPZT6,115.221445,33.55741667,L1120_HPZT6_12_05_31_0126,5/20/2020 12:14,1.06,11.92,200520,NA,,A*43,200520,2401,
12:15:00,12:15:00,0:00:56,12:15:56,12:15:56,HPZT6,115.221455,33.55739333,L1120_HPZT6_12_05_31_0127,5/20/2020 12:15,1.04,16.12,200520,NA,,A*4F,200520,2406,
12:15:05,12:15:05,0:00:56,12:16:01,12:16:01,HPZT6,115.22146,33.55737,L1120_HPZT6_12_05_31_0128,5/20/2020 12:15,0.96,13.14,200520,NA,,A*43,200520,2411,
12:15:10,12:15:10,0:00:56,12:16:06,12:16:06,HPZT6,115.2214717,33.55734167,L1120_HPZT6_12_05_31_0129,5/20/2020 12:15,1.11,14.39,200520,NA,,A*4B,200520,2416,
12:15:15,12:15:15,0:00:56,12:16:11,12:16:11,HPZT6,115.2214767,33.557315,L1120_HPZT6_12_05_31_0130,5/20/2020 12:15,1.12,11.87,200520,NA,,A*4B,200520,2421,
12:15:20,12:15:20,0:00:56,12:16:16,12:16:16,HPZT6,115.2214867,33.55729167,L1120_HPZT6_12_05_31_0131,5/20/2020 12:15,0.95,4.52,200520,NA,,A*7B,200520,2426,
12:15:25,12:15:25,0:00:56,12:16:21,12:16:21,HPZT6,115.2214967,33.55726,L1120_HPZT6_12_05_31_0132,5/20/2020 12:15,1.15,9.73,200520,NA,,A*72,200520,2431,
12:15:30,12:15:30,0:00:56,12:16:26,12:16:26,HPZT6,115.221505,33.55723333,L1120_HPZT6_12_05_31_0133,5/20/2020 12:15,1.02,15.06,200520,NA,,A*49,200520,2436,
12:15:35,12:15:35,0:00:56,12:16:31,12:16:31,HPZT6,115.2215167,33.55719833,L1120_HPZT6_12_05_31_0134,5/20/2020 12:15,1.13,21.02,200520,NA,,A*41,200520,2441,
12:15:40,12:15:40,0:00:56,12:16:36,12:16:36,HPZT6,115.2215217,33.55716,L1120_HPZT6_12_05_31_0135,5/20/2020 12:15,1.19,5.57,200520,NA,,A*7C,200520,2446,
12:15:45,12:15:45,0:00:56,12:16:41,12:16:41,HPZT6,115.221535,33.55714333,L1120_HPZT6_12_05_31_0136,5/20/2020 12:15,1.13,18.63,200520,NA,,A*48,200520,2451,
12:15:50,12:15:50,0:00:56,12:16:46,12:16:46,HPZT6,115.221535,33.55710667,L1120_HPZT6_12_05_31_0137,5/20/2020 12:15,1.15,6.81,200520,NA,,A*73,200520,2456,
12:15:55,12:15:55,0:00:56,12:16:51,12:16:51,HPZT6,115.22154,33.55708333,L1120_HPZT6_12_05_31_0138,5/20/2020 12:15,1.12,12.53,200520,NA,,A*49,200520,2461,
12:16:00,12:16:00,0:00:56,12:16:56,12:16:56,HPZT6,115.22155,33.55706333,L1120_HPZT6_12_05_31_0139,5/20/2020 12:16,1.06,19.78,200520,NA,,A*41,200520,2466,
12:16:05,12:16:05,0:00:56,12:17:01,12:17:01,HPZT6,115.2215567,33.55704167,L1120_HPZT6_12_05_31_0140,5/20/2020 12:16,1.03,14.77,200520,NA,,A*4B,200520,2471,
12:16:10,12:16:10,0:00:56,12:17:06,12:17:06,HPZT6,115.221565,33.55702167,L1120_HPZT6_12_05_31_0141,5/20/2020 12:16,1.03,9.92,200520,NA,,A*77,200520,2476,
12:16:15,12:16:15,0:00:56,12:17:11,12:17:11,HPZT6,115.2215817,33.55699833,L1120_HPZT6_12_05_31_0142,5/20/2020 12:16,1.04,31.02,200520,NA,,A*41,200520,2481,
12:16:20,12:16:20,0:00:56,12:17:16,12:17:16,HPZT6,115.2215883,33.55698,L1120_HPZT6_12_05_31_0143,5/20/2020 12:16,1.08,3.46,200520,NA,,A*73,200520,2486,
12:16:25,12:16:25,0:00:56,12:17:21,12:17:21,HPZT6,115.2215967,33.55695667,L1120_HPZT6_12_05_31_0144,5/20/2020 12:16,1.06,8.21,200520,NA,,A*7A,200520,2491,
12:16:30,12:16:30,0:00:56,12:17:26,12:17:26,HPZT6,115.2216067,33.556935,L1120_HPZT6_12_05_31_0145,5/20/2020 12:16,1,7.78,200520,NA,,A*72,200520,2496,
12:16:35,12:16:35,0:00:56,12:17:31,12:17:31,HPZT6,115.22162,33.556915,L1120_HPZT6_12_05_31_0146,5/20/2020 12:16,1.15,14.72,200520,NA,,A*46,200520,2501,
12:16:40,12:16:40,0:00:56,12:17:36,12:17:36,HPZT6,115.221635,33.55689167,L1120_HPZT6_12_05_31_0147,5/20/2020 12:16,1.16,20.35,200520,NA,,A*42,200520,2506,
12:16:45,12:16:45,0:00:56,12:17:41,12:17:41,HPZT6,115.221645,33.55687667,L1120_HPZT6_12_05_31_0148,5/20/2020 12:16,1.09,22.98,200520,NA,,A*48,200520,2511,
12:16:50,12:16:50,0:00:56,12:17:46,12:17:46,HPZT6,115.22166,33.55686667,L1120_HPZT6_12_05_31_0149,5/20/2020 12:16,0.96,25.99,200520,NA,,A*4D,200520,2516,
12:16:55,12:16:55,0:00:56,12:17:51,12:17:51,HPZT6,115.2216683,33.55684333,L1120_HPZT6_12_05_31_0150,5/20/2020 12:16,1.12,17.92,200520,NA,,A*4D,200520,2521,
12:17:00,12:17:00,0:00:56,12:17:56,12:17:56,HPZT6,115.221685,33.55682167,L1120_HPZT6_12_05_31_0151,5/20/2020 12:17,1.08,30.27,200520,NA,,A*45,200520,2526,
12:17:05,12:17:05,0:00:56,12:18:01,12:18:01,HPZT6,115.2216983,33.5568,L1120_HPZT6_12_05_31_0152,5/20/2020 12:17,1.1,27.15,200520,NA,,A*44,200520,2531,
12:35:21,12:35:21,0:00:29,12:35:50,12:35:50,HPZT7,115.2180667,33.54951833,L1120_HPZT7_12_32_05_0047,5/20/2020 12:35,0.84,24.72,200520,NA,,A*4F,200520,3626,
12:35:26,12:35:26,0:00:29,12:35:55,12:35:55,HPZT7,115.2180717,33.54949833,L1120_HPZT7_12_32_05_0048,5/20/2020 12:35,0.98,7.29,200520,NA,,A*78,200520,3631,
12:35:31,12:35:31,0:00:29,12:36:00,12:36:00,HPZT7,115.218065,33.54947833,L1120_HPZT7_12_32_05_0049,5/20/2020 12:35,0.92,7.35,200520,NA,,A*79,200520,3636,
12:35:36,12:35:36,0:00:29,12:36:05,12:36:05,HPZT7,115.2180567,33.549465,L1120_HPZT7_12_32_05_0050,5/20/2020 12:35,0.85,339.65,200520,NA,,A*7F,200520,3641,
12:35:41,12:35:41,0:00:29,12:36:10,12:36:10,HPZT7,115.2180383,33.549445,L1120_HPZT7_12_32_05_0051,5/20/2020 12:35,1.11,340.17,200520,NA,,A*77,200520,3646,
12:35:46,12:35:46,0:00:29,12:36:15,12:36:15,HPZT7,115.218025,33.549425,L1120_HPZT7_12_32_05_0052,5/20/2020 12:35,0.85,345.18,200520,NA,,A*72,200520,3651,
12:35:51,12:35:51,0:00:29,12:36:20,12:36:20,HPZT7,115.2180133,33.54940833,L1120_HPZT7_12_32_05_0053,5/20/2020 12:35,0.74,342.23,200520,NA,,A*7E,200520,3656,
12:35:56,12:35:56,0:00:29,12:36:25,12:36:25,HPZT7,115.2179983,33.54938833,L1120_HPZT7_12_32_05_0054,5/20/2020 12:35,0.75,336.96,200520,NA,,A*73,200520,3661,
12:36:01,12:36:01,0:00:29,12:36:30,12:36:30,HPZT7,115.2179833,33.549375,L1120_HPZT7_12_32_05_0055,5/20/2020 12:36,0.73,330.83,200520,NA,,A*7F,200520,3666,
12:36:06,12:36:06,0:00:29,12:36:35,12:36:35,HPZT7,115.2179717,33.54935333,L1120_HPZT7_12_32_05_0056,5/20/2020 12:36,0.82,321.78,200520,NA,,A*74,200520,3671,
12:36:11,12:36:11,0:00:29,12:36:40,12:36:40,HPZT7,115.2179667,33.549335,L1120_HPZT7_12_32_05_0057,5/20/2020 12:36,0.87,328.27,200520,NA,,A*72,200520,3676,
12:36:16,12:36:16,0:00:29,12:36:45,12:36:45,HPZT7,115.2179533,33.54931,L1120_HPZT7_12_32_05_0058,5/20/2020 12:36,0.94,327.57,200520,NA,,A*7E,200520,3681,
12:36:22,12:36:21,0:00:29,12:36:50,12:36:50,HPZT7,115.21794,33.54928667,L1120_HPZT7_12_32_05_0059,5/20/2020 12:36,0.62,332.9,200520,NA,,A*72,200520,3686,
12:36:26,12:36:26,0:00:29,12:36:55,12:36:55,HPZT7,115.2179317,33.54927167,L1120_HPZT7_12_32_05_0060,5/20/2020 12:36,0.93,312.95,200520,NA,,A*72,200520,3691,
12:36:31,12:36:31,0:00:29,12:37:00,12:37:00,HPZT7,115.21792,33.54925167,L1120_HPZT7_12_32_05_0061,5/20/2020 12:36,0.87,328.15,200520,NA,,A*78,200520,3696,
12:36:36,12:36:36,0:00:29,12:37:05,12:37:05,HPZT7,115.2179067,33.54923833,L1120_HPZT7_12_32_05_0062,5/20/2020 12:36,0.97,323.05,200520,NA,,A*70,200520,3701,
12:36:41,12:36:41,0:00:29,12:37:10,12:37:10,HPZT7,115.21788,33.54922333,L1120_HPZT7_12_32_05_0063,5/20/2020 12:36,1,305.99,200520,NA,,A*72,200520,3706,
12:36:46,12:36:46,0:00:29,12:37:15,12:37:15,HPZT7,115.2178633,33.54920667,L1120_HPZT7_12_32_05_0064,5/20/2020 12:36,0.87,318.26,200520,NA,,A*71,200520,3711,
12:36:51,12:36:51,0:00:29,12:37:20,12:37:20,HPZT7,115.217845,33.54919,L1120_HPZT7_12_32_05_0065,5/20/2020 12:36,1.02,318.66,200520,NA,,A*74,200520,3716,
12:36:56,12:36:56,0:00:29,12:37:25,12:37:25,HPZT7,115.2178283,33.54917667,L1120_HPZT7_12_32_05_0066,5/20/2020 12:36,0.72,308.25,200520,NA,,A*78,200520,3721,
12:37:01,12:37:01,0:00:29,12:37:30,12:37:30,HPZT7,115.217805,33.54915667,L1120_HPZT7_12_32_05_0067,5/20/2020 12:37,1.29,297.12,200520,NA,,A*7D,200520,3726,
12:37:06,12:37:06,0:00:29,12:37:35,12:37:35,HPZT7,115.2177833,33.54914667,L1120_HPZT7_12_32_05_0068,5/20/2020 12:37,0.64,309.5,200520,NA,,A*73,200520,3731,
12:37:11,12:37:11,0:00:29,12:37:40,12:37:40,HPZT7,115.21777,33.54913333,L1120_HPZT7_12_32_05_0069,5/20/2020 12:37,0.79,321.08,200520,NA,,A*70,200520,3736,
12:37:16,12:37:16,0:00:29,12:37:45,12:37:45,HPZT7,115.217735,33.54912,L1120_HPZT7_12_32_05_0070,5/20/2020 12:37,1.12,292.03,200520,NA,,A*75,200520,3741,
12:37:21,12:37:21,0:00:29,12:37:50,12:37:50,HPZT7,115.2177117,33.54911333,L1120_HPZT7_12_32_05_0071,5/20/2020 12:37,0.8,306.83,200520,NA,,A*76,200520,3746,
12:37:26,12:37:26,0:00:29,12:37:55,12:37:55,HPZT7,115.21769,33.54910167,L1120_HPZT7_12_32_05_0072,5/20/2020 12:37,1.18,300.74,200520,NA,,A*76,200520,3751,
12:37:31,12:37:31,0:00:29,12:38:00,12:38:00,HPZT7,115.2176717,33.549095,L1120_HPZT7_12_32_05_0073,5/20/2020 12:37,0.73,292.64,200520,NA,,A*76,200520,3756,
12:37:36,12:37:36,0:00:29,12:38:05,12:38:05,HPZT7,115.2176517,33.549085,L1120_HPZT7_12_32_05_0074,5/20/2020 12:37,0.86,306.87,200520,NA,,A*74,200520,3761,
12:37:41,12:37:41,0:00:29,12:38:10,12:38:10,HPZT7,115.217635,33.54908,L1120_HPZT7_12_32_05_0075,5/20/2020 12:37,0.65,297.72,200520,NA,,A*75,200520,3766,
12:37:46,12:37:46,0:00:29,12:38:15,12:38:15,HPZT7,115.2176183,33.549075,L1120_HPZT7_12_32_05_0076,5/20/2020 12:37,0.95,290.23,200520,NA,,A*7C,200520,3771,
12:37:51,12:37:51,0:00:29,12:38:20,12:38:20,HPZT7,115.217595,33.54907167,L1120_HPZT7_12_32_05_0077,5/20/2020 12:37,0.88,295.96,200520,NA,,A*79,200520,3776,
12:37:56,12:37:56,0:00:29,12:38:25,12:38:25,HPZT7,115.21757,33.54907,L1120_HPZT7_12_32_05_0078,5/20/2020 12:37,1.07,283.51,200520,NA,,A*71,200520,3781,
12:38:01,12:38:01,0:00:29,12:38:30,12:38:30,HPZT7,115.2175467,33.54906667,L1120_HPZT7_12_32_05_0079,5/20/2020 12:38,1.01,282.76,200520,NA,,A*7B,200520,3786,
12:38:06,12:38:06,0:00:29,12:38:35,12:38:35,HPZT7,115.2175267,33.54906,L1120_HPZT7_12_32_05_0080,5/20/2020 12:38,0.95,286.43,200520,NA,,A*7E,200520,3791,
12:38:11,12:38:11,0:00:29,12:38:40,12:38:40,HPZT7,115.2175017,33.54904667,L1120_HPZT7_12_32_05_0081,5/20/2020 12:38,0.94,291.99,200520,NA,,A*7A,200520,3796,
12:38:16,12:38:16,0:00:29,12:38:45,12:38:45,HPZT7,115.2174733,33.54902833,L1120_HPZT7_12_32_05_0082,5/20/2020 12:38,1.23,303.26,200520,NA,,A*7E,200520,3801,
12:38:21,12:38:21,0:00:29,12:38:50,12:38:50,HPZT7,115.2174517,33.54901,L1120_HPZT7_12_32_05_0083,5/20/2020 12:38,0.93,294.46,200520,NA,,A*71,200520,3806,
12:38:26,12:38:26,0:00:29,12:38:55,12:38:55,HPZT7,115.217435,33.54899667,L1120_HPZT7_12_32_05_0084,5/20/2020 12:38,0.99,296.71,200520,NA,,A*7B,200520,3811,
12:38:31,12:38:31,0:00:29,12:39:00,12:39:00,HPZT7,115.217405,33.54898,L1120_HPZT7_12_32_05_0085,5/20/2020 12:38,1.2,295.04,200520,NA,,A*7C,200520,3816,
12:38:36,12:38:36,0:00:29,12:39:05,12:39:05,HPZT7,115.2173917,33.54896833,L1120_HPZT7_12_32_05_0086,5/20/2020 12:38,0.68,313.55,200520,NA,,A*75,200520,3821,
12:38:41,12:38:41,0:00:29,12:39:10,12:39:10,HPZT7,115.2173783,33.548955,L1120_HPZT7_12_32_05_0087,5/20/2020 12:38,0.85,309.93,200520,NA,,A*7F,200520,3826,
12:38:46,12:38:46,0:00:29,12:39:15,12:39:15,HPZT7,115.2173567,33.54893,L1120_HPZT7_12_32_05_0088,5/20/2020 12:38,1.15,323.44,200520,NA,,A*7B,200520,3831,
12:38:51,12:38:51,0:00:29,12:39:20,12:39:20,HPZT7,115.2173367,33.54891,L1120_HPZT7_12_32_05_0089,5/20/2020 12:38,0.93,312.17,200520,NA,,A*78,200520,3836,
12:38:56,12:38:56,0:00:29,12:39:25,12:39:25,HPZT7,115.217325,33.54888833,L1120_HPZT7_12_32_05_0090,5/20/2020 12:38,0.81,327.14,200520,NA,,A*72,200520,3841,
12:39:01,12:39:01,0:00:29,12:39:30,12:39:30,HPZT7,115.2172967,33.54887667,L1120_HPZT7_12_32_05_0091,5/20/2020 12:39,0.82,299.28,200520,NA,,A*7B,200520,3846,
12:39:06,12:39:06,0:00:29,12:39:35,12:39:35,HPZT7,115.2172667,33.54886167,L1120_HPZT7_12_32_05_0092,5/20/2020 12:39,0.93,313.31,200520,NA,,A*7C,200520,3851,
12:39:11,12:39:11,0:00:29,12:39:40,12:39:40,HPZT7,115.2172383,33.54884333,L1120_HPZT7_12_32_05_0093,5/20/2020 12:39,0.93,322.18,200520,NA,,A*77,200520,3856,
12:39:16,12:39:16,0:00:29,12:39:45,12:39:45,HPZT7,115.2172167,33.54883,L1120_HPZT7_12_32_05_0094,5/20/2020 12:39,0.9,309.19,200520,NA,,A*79,200520,3861,
12:39:21,12:39:21,0:00:29,12:39:50,12:39:50,HPZT7,115.2172,33.54881333,L1120_HPZT7_12_32_05_0095,5/20/2020 12:39,0.97,311.6,200520,NA,,A*7F,200520,3866,
12:39:27,12:39:26,0:00:29,12:39:55,12:39:55,HPZT7,115.2171833,33.54879667,L1120_HPZT7_12_32_05_0096,5/20/2020 12:39,1.01,315.57,200520,NA,,A*7A,200520,3871,
12:39:31,12:39:31,0:00:29,12:40:00,12:40:00,HPZT7,115.2171617,33.54878167,L1120_HPZT7_12_32_05_0097,5/20/2020 12:39,0.97,300.76,200520,NA,,A*79,200520,3876,
12:39:36,12:39:36,0:00:29,12:40:05,12:40:05,HPZT7,115.2171417,33.54876333,L1120_HPZT7_12_32_05_0098,5/20/2020 12:39,0.98,311.29,200520,NA,,A*7A,200520,3881,
12:39:41,12:39:41,0:00:29,12:40:10,12:40:10,HPZT7,115.217125,33.54874833,L1120_HPZT7_12_32_05_0099,5/20/2020 12:39,0.86,314.57,200520,NA,,A*70,200520,3886,
12:39:46,12:39:46,0:00:29,12:40:15,12:40:15,HPZT7,115.2171117,33.54874,L1120_HPZT7_12_32_05_0100,5/20/2020 12:39,0.89,301.93,200520,NA,,A*7A,200520,3891,
12:39:51,12:39:51,0:00:29,12:40:20,12:40:20,HPZT7,115.21709,33.54873167,L1120_HPZT7_12_32_05_0101,5/20/2020 12:39,0.83,296.63,200520,NA,,A*7A,200520,3896,
12:39:56,12:39:56,0:00:29,12:40:25,12:40:25,HPZT7,115.2170717,33.54872167,L1120_HPZT7_12_32_05_0102,5/20/2020 12:39,0.9,315.41,200520,NA,,A*79,200520,3901,
12:40:01,12:40:01,0:00:29,12:40:30,12:40:30,HPZT7,115.2170583,33.54870667,L1120_HPZT7_12_32_05_0103,5/20/2020 12:40,1,302.34,200520,NA,,A*74,200520,3906,
12:40:07,12:40:06,0:00:29,12:40:35,12:40:35,HPZT7,115.2170467,33.54869333,L1120_HPZT7_12_32_05_0104,5/20/2020 12:40,0.78,302.66,200520,NA,,A*77,200520,3911,
12:40:11,12:40:11,0:00:29,12:40:40,12:40:40,HPZT7,115.2170267,33.548675,L1120_HPZT7_12_32_05_0105,5/20/2020 12:40,1.21,309.12,200520,NA,,A*71,200520,3916,
12:40:16,12:40:16,0:00:29,12:40:45,12:40:45,HPZT7,115.217005,33.54866667,L1120_HPZT7_12_32_05_0106,5/20/2020 12:40,0.64,297.61,200520,NA,,A*75,200520,3921,
12:40:21,12:40:21,0:00:29,12:40:50,12:40:50,HPZT7,115.21698,33.548655,L1120_HPZT7_12_32_05_0107,5/20/2020 12:40,1.11,317.23,200520,NA,,A*76,200520,3926,
12:40:26,12:40:26,0:00:29,12:40:55,12:40:55,HPZT7,115.2169633,33.54864333,L1120_HPZT7_12_32_05_0108,5/20/2020 12:40,0.8,309.2,200520,NA,,A*7F,200520,3931,
12:40:31,12:40:31,0:00:29,12:41:00,12:41:00,HPZT7,115.216945,33.54863167,L1120_HPZT7_12_32_05_0109,5/20/2020 12:40,0.74,309.55,200520,NA,,A*7C,200520,3936,
12:40:36,12:40:36,0:00:29,12:41:05,12:41:05,HPZT7,115.2169283,33.54862,L1120_HPZT7_12_32_05_0110,5/20/2020 12:40,0.79,307.65,200520,NA,,A*73,200520,3941,
12:40:41,12:40:41,0:00:29,12:41:10,12:41:10,HPZT7,115.2169033,33.5486,L1120_HPZT7_12_32_05_0111,5/20/2020 12:40,1.11,306.25,200520,NA,,A*78,200520,3946,
12:40:46,12:40:46,0:00:29,12:41:15,12:41:15,HPZT7,115.2168883,33.548585,L1120_HPZT7_12_32_05_0112,5/20/2020 12:40,0.63,310.06,200520,NA,,A*79,200520,3951,
12:40:51,12:40:51,0:00:29,12:41:20,12:41:20,HPZT7,115.2168683,33.54857333,L1120_HPZT7_12_32_05_0113,5/20/2020 12:40,0.99,302.49,200520,NA,,A*73,200520,3956,
12:40:56,12:40:56,0:00:29,12:41:25,12:41:25,HPZT7,115.21685,33.54856,L1120_HPZT7_12_32_05_0114,5/20/2020 12:40,0.71,299.98,200520,NA,,A*7A,200520,3961,
12:41:01,12:41:01,0:00:29,12:41:30,12:41:30,HPZT7,115.2168333,33.54855167,L1120_HPZT7_12_32_05_0115,5/20/2020 12:41,0.74,292.84,200520,NA,,A*79,200520,3966,
12:41:06,12:41:06,0:00:29,12:41:35,12:41:35,HPZT7,115.2168083,33.54853667,L1120_HPZT7_12_32_05_0116,5/20/2020 12:41,1,311.18,200520,NA,,A*7D,200520,3971,
12:41:11,12:41:11,0:00:29,12:41:40,12:41:40,HPZT7,115.21679,33.54852333,L1120_HPZT7_12_32_05_0117,5/20/2020 12:41,0.95,303.46,200520,NA,,A*70,200520,3976,
12:41:16,12:41:16,0:00:29,12:41:45,12:41:45,HPZT7,115.2167683,33.54851333,L1120_HPZT7_12_32_05_0118,5/20/2020 12:41,0.87,296,200520,NA,,A*72,200520,3981,
12:41:21,12:41:21,0:00:29,12:41:50,12:41:50,HPZT7,115.2167483,33.5485,L1120_HPZT7_12_32_05_0119,5/20/2020 12:41,0.87,313.61,200520,NA,,A*7D,200520,3986,
12:41:26,12:41:26,0:00:29,12:41:55,12:41:55,HPZT7,115.2167233,33.548485,L1120_HPZT7_12_32_05_0120,5/20/2020 12:41,1.12,311.49,200520,NA,,A*7C,200520,3991,
12:41:31,12:41:31,0:00:29,12:42:00,12:42:00,HPZT7,115.2167117,33.54847,L1120_HPZT7_12_32_05_0121,5/20/2020 12:41,0.79,311.96,200520,NA,,A*76,200520,3996,
12:41:36,12:41:36,0:00:29,12:42:05,12:42:05,HPZT7,115.2166933,33.54845667,L1120_HPZT7_12_32_05_0122,5/20/2020 12:41,0.94,305.31,200520,NA,,A*71,200520,4001,
12:41:41,12:41:41,0:00:29,12:42:10,12:42:10,HPZT7,115.2166733,33.548445,L1120_HPZT7_12_32_05_0123,5/20/2020 12:41,0.88,306.26,200520,NA,,A*7E,200520,4006,
12:41:46,12:41:46,0:00:29,12:42:15,12:42:15,HPZT7,115.2166617,33.54843167,L1120_HPZT7_12_32_05_0124,5/20/2020 12:41,0.76,328.35,200520,NA,,A*70,200520,4011,
12:41:51,12:41:51,0:00:29,12:42:20,12:42:20,HPZT7,115.2166383,33.54841167,L1120_HPZT7_12_32_05_0125,5/20/2020 12:41,1.21,313.92,200520,NA,,A*7C,200520,4016,
12:41:56,12:41:56,0:00:29,12:42:25,12:42:25,HPZT7,115.21662,33.54839667,L1120_HPZT7_12_32_05_0126,5/20/2020 12:41,0.95,315.2,200520,NA,,A*7C,200520,4021,
12:42:01,12:42:01,0:00:29,12:42:30,12:42:30,HPZT7,115.2166067,33.54838167,L1120_HPZT7_12_32_05_0127,5/20/2020 12:42,0.89,327.28,200520,NA,,A*79,200520,4026,
12:42:06,12:42:06,0:00:29,12:42:35,12:42:35,HPZT7,115.216585,33.54836,L1120_HPZT7_12_32_05_0128,5/20/2020 12:42,1.06,303.98,200520,NA,,A*7F,200520,4031,
12:42:11,12:42:11,0:00:29,12:42:40,12:42:40,HPZT7,115.216565,33.548345,L1120_HPZT7_12_32_05_0129,5/20/2020 12:42,0.78,309,200520,NA,,A*73,200520,4036,
12:42:16,12:42:16,0:00:29,12:42:45,12:42:45,HPZT7,115.2165467,33.54832667,L1120_HPZT7_12_32_05_0130,5/20/2020 12:42,0.83,320.62,200520,NA,,A*7F,200520,4041,
12:42:21,12:42:21,0:00:29,12:42:50,12:42:50,HPZT7,115.2165183,33.54830167,L1120_HPZT7_12_32_05_0131,5/20/2020 12:42,1.01,323.13,200520,NA,,A*7B,200520,4046,
12:42:26,12:42:26,0:00:29,12:42:55,12:42:55,HPZT7,115.2165067,33.54828333,L1120_HPZT7_12_32_05_0132,5/20/2020 12:42,1.02,316.7,200520,NA,,A*76,200520,4051,
12:42:31,12:42:31,0:00:29,12:43:00,12:43:00,HPZT7,115.216495,33.54825833,L1120_HPZT7_12_32_05_0133,5/20/2020 12:42,0.96,325.31,200520,NA,,A*77,200520,4056,
12:42:36,12:42:36,0:00:29,12:43:05,12:43:05,HPZT7,115.21648,33.54824333,L1120_HPZT7_12_32_05_0134,5/20/2020 12:42,0.91,318.25,200520,NA,,A*70,200520,4061,
