"","sample","maxn","latitude","longitude","depth","ZoneName"
"141","543",0,-33.5950333,115.2434,16.7,"Multiple Use Zone"
"142","544",0,-33.4464167,115.43405,12.3,"Special Purpose Zone (Mining Exclusion)"
"143","55",0,-33.5708667,115.2801167,22.2,"Multiple Use Zone"
"144","554",0,-33.55765,115.3835167,12.3,"National Park Zone"
"145","56",0,-33.4953,115.2224167,32,"Multiple Use Zone"
"146","567",8,-33.5866833,115.2760167,17.4,"Multiple Use Zone"
"147","570",5,-33.5731333,115.1625333,24.6,"Multiple Use Zone"
"148","579",0,-33.5017167,115.37405,22,"Multiple Use Zone"
"149","58",0,-33.56965,115.3795833,13.5,"National Park Zone"
"150","583",1,-33.47835,115.3932,12,"Special Purpose Zone (Mining Exclusion)"
"151","586",0,-33.5309167,115.38595,15.8,"National Park Zone"
"152","599",1,-33.5021167,115.4508,13.9,"Multiple Use Zone"
"153","6",0,-33.4070833,115.1204167,41.8,"Special Purpose Zone (Mining Exclusion)"
"154","60",0,-33.3626167,115.5049333,21.5,"Special Purpose Zone (Mining Exclusion)"
"155","608",1,-33.4551833,115.4702833,16.7,"Special Purpose Zone (Mining Exclusion)"
"156","61",8,-33.4992833,115.1345167,34.8,"Multiple Use Zone"
"157","618",1,-33.5678833,115.3528167,14.5,"Multiple Use Zone"
"158","62",0,-33.4505,115.3306833,29.3,"Special Purpose Zone (Mining Exclusion)"
"159","624",0,-33.4209667,115.4918833,17.5,"Special Purpose Zone (Mining Exclusion)"
"160","63",2,-33.50385,115.2562,30,"Multiple Use Zone"
"161","631",1,-33.5778833,115.2541167,21,"Multiple Use Zone"
"162","633",0,-33.4711667,115.4535,16.2,"Special Purpose Zone (Mining Exclusion)"
"163","634",0,-33.5336667,115.4141167,13,"Multiple Use Zone"
"164","635",0,-33.5809667,115.1995667,21.2,"Multiple Use Zone"
"165","64",0,-33.4364167,115.50945,14.2,"Special Purpose Zone (Mining Exclusion)"
"166","647",0,-33.4926,115.42465,15.3,"Multiple Use Zone"
"167","65",0,-33.3597167,115.2047667,39.4,"Special Purpose Zone (Mining Exclusion)"
"168","650",0,-33.5131167,115.3715667,21.1,"Multiple Use Zone"
"169","655",0,-33.5812,115.2456833,20.5,"Multiple Use Zone"
"170","656",0,-33.3713167,115.5503833,9,"Special Purpose Zone (Mining Exclusion)"
"171","666",0,-33.5511167,115.35715,15.6,"National Park Zone"
"172","67",3,-33.4783167,115.0859333,39.4,"Special Purpose Zone (Mining Exclusion)"
"173","672",0,-33.4004333,115.53565,8.4,"Special Purpose Zone (Mining Exclusion)"
"174","679",0,-33.4721333,115.4152667,12,"Special Purpose Zone (Mining Exclusion)"
"175","68",0,-33.3881667,115.2426,38.9,"Special Purpose Zone (Mining Exclusion)"
"176","682",0,-33.5696167,115.3354167,15.2,"Multiple Use Zone"
"177","684",0,-33.5845333,115.1735,20.6,"Multiple Use Zone"
"178","69",0,-33.3534333,115.4040333,28.7,"Special Purpose Zone (Mining Exclusion)"
"179","694",0,-33.5280667,115.34985,21.3,"Multiple Use Zone"
"180","698",1,-33.5246167,115.4035333,14,"Multiple Use Zone"
"181","7",1,-33.4204833,115.4457,23.2,"Special Purpose Zone (Mining Exclusion)"
"182","70",1,-33.4158833,115.1513667,41,"Special Purpose Zone (Mining Exclusion)"
"183","71",0,-33.4270833,115.4286667,24.4,"Special Purpose Zone (Mining Exclusion)"
"184","719",0,-33.6009667,115.23245,26.3,"Habitat Protection Zone"
"185","72",1,-33.4624833,115.32235,29.4,"Special Purpose Zone (Mining Exclusion)"
"186","73",0,-33.3718,115.1456,41.5,"Special Purpose Zone (Mining Exclusion)"
"187","746",0,-33.5794333,115.3570667,13.2,"Multiple Use Zone"
"188","748",0,-33.3695667,115.5138333,11.1,"Special Purpose Zone (Mining Exclusion)"
"189","75",0,-33.5893333,115.29455,16.6,"Multiple Use Zone"
"190","755",1,-33.43385,115.4571167,11.3,"Special Purpose Zone (Mining Exclusion)"
"191","759",0,-33.5759,115.3173333,17.3,"Multiple Use Zone"
"192","76",0,-33.41295,115.2846833,35.2,"Special Purpose Zone (Mining Exclusion)"
"193","762",0,-33.5198667,115.4149,13,"Multiple Use Zone"
"194","764",0,-33.3744333,115.49605,11.6,"Special Purpose Zone (Mining Exclusion)"
"195","77",0,-33.45575,115.1029,40.8,"Special Purpose Zone (Mining Exclusion)"
"196","779",3,-33.5817167,115.2263667,19,"Habitat Protection Zone"
"197","78",1,-33.5076,115.4437667,13.4,"Multiple Use Zone"
"198","782",1,-33.5142,115.4368333,13.7,"Multiple Use Zone"
"199","783",0,-33.5817167,115.2263667,21.5,"Habitat Protection Zone"
"200","79",1,-33.5874,115.2308833,18.5,"Habitat Protection Zone"
"201","791",0,-33.4851333,115.4435167,15,"Multiple Use Zone"
"202","80",0,-33.3515833,115.5195333,20.7,"Special Purpose Zone (Mining Exclusion)"
"203","800",0,-33.5731667,115.1934833,22.9,"Multiple Use Zone"
"204","81",0,-33.3788167,115.23045,38.9,"Special Purpose Zone (Mining Exclusion)"
"205","810",0,-33.5513333,115.3766,14.3,"National Park Zone"
"206","82",0,-33.3955167,115.1102833,42.6,"Special Purpose Zone (Mining Exclusion)"
"207","823",0,-33.5857333,115.2872167,16.2,"Multiple Use Zone"
"208","826",0,-33.5426833,115.4005833,12.8,"National Park Zone"
"209","83",0,-33.46935,115.37905,24.6,"Special Purpose Zone (Mining Exclusion)"
"210","839",0,-33.4873,115.4085,20,"Multiple Use Zone"
"211","84",6,-33.3964667,115.1924,41,"Special Purpose Zone (Mining Exclusion)"
"212","843",0,-33.5999833,115.2586,14.6,"Multiple Use Zone"
"213","848",0,-33.35185,115.5323,10.4,"Special Purpose Zone (Mining Exclusion)"
"214","855",0,-33.4901,115.4357667,15.2,"Multiple Use Zone"
"215","858",0,-33.5573167,115.3461833,16.6,"Multiple Use Zone"
"216","86",0,-33.5405167,115.1785167,28.6,"Multiple Use Zone"
"217","87",0,-33.4896,115.4589333,13,"Multiple Use Zone"
"218","88",0,-33.5010667,115.2145333,31.4,"Multiple Use Zone"
"219","89",0,-33.3828167,115.0563833,43.9,"Special Purpose Zone (Mining Exclusion)"
"220","9",0,-33.3643333,115.1361167,41.8,"Special Purpose Zone (Mining Exclusion)"
"221","90",0,-33.5333167,115.3224833,22,"Multiple Use Zone"
"222","91",1,-33.5396,115.2060833,29.8,"Habitat Protection Zone"
"223","92",0,-33.4175833,115.3149833,33,"Special Purpose Zone (Mining Exclusion)"
"224","93",1,-33.4813167,115.15275,36,"Special Purpose Zone (Mining Exclusion)"
"225","95",3,-33.5175,115.3155333,24.9,"Multiple Use Zone"
"226","96",0,-33.4489,115.4808167,15.9,"Special Purpose Zone (Mining Exclusion)"
"227","97",0,-33.38465,115.2926667,35.6,"Special Purpose Zone (Mining Exclusion)"
"228","98",1,-33.434,115.1726667,38,"Special Purpose Zone (Mining Exclusion)"
"229","99",2,-33.3953,115.3990167,15.4,"Special Purpose Zone (Mining Exclusion)"
"230","GBR-BOB",0,-33.59235,115.2205667,16.7,"Habitat Protection Zone"
"231","GBR1-2",0,-33.5936,115.1995333,16,"Multiple Use Zone"
"232","GBR1-3",0,-33.5937833,115.2022833,15.8,"Habitat Protection Zone"
"233","GBR1-4",0,-33.59345,115.2055167,16.8,"Habitat Protection Zone"
"234","GBR4-1",0,-33.5933333,115.2080833,16.1,"Habitat Protection Zone"
"235","GBR4-2",0,-33.5928333,115.2102333,16.3,"Habitat Protection Zone"
"236","GBR5-1",0,-33.5932167,115.2119333,16.2,"Habitat Protection Zone"
"237","GBR5-2",0,-33.5927333,115.2148,16.6,"Habitat Protection Zone"
"238","GBR5-3",0,-33.5924167,115.2175167,16.4,"Habitat Protection Zone"
"239","RB1",0,-33.53455,115.2176667,28,"Multiple Use Zone"
"240","RB2",0,-33.5085667,115.2254833,30,"Multiple Use Zone"
"241","RC1",6,-33.4628,115.23995,34.2,"Special Purpose Zone (Mining Exclusion)"
"242","RC2",1,-33.48635,115.1780333,34.3,"Multiple Use Zone"
"243","RC3",1,-33.4704833,115.1684167,35,"Special Purpose Zone (Mining Exclusion)"
