"","image","Ascidians","Ascidians.Unstalked.Solitary","Bryozoa","Cnidaria.Corals","Cnidaria.Corals.Ston.Corals.Tabulate","Echinoderms.Feathe.Stars.Stalke.Crinoids","Macroalgae","Macroalgae.Articulate.Calcareous.Red","Macroalgae.Drif.Algae","Macroalgae.Encrusting.Brown","Macroalgae.Encrusting.Red","Macroalgae.Encrusting.Red.Calcareous","Macroalgae.Erec.Coars.Branching","Macroalgae.Erec.Coars.Branching.Brown","Macroalgae.Erec.Coars.Branching.Brown.Drift","Macroalgae.Erec.Coars.Branching.Brown.Sargassu.Spp","Macroalgae.Erec.Coars.Branching.Red","Macroalgae.Erec.Fin.Branching","Macroalgae.Erec.Fin.Branching.Brown","Macroalgae.Erec.Fin.Branching.Brown.Brow.Understor.Algae","Macroalgae.Erec.Fin.Branching.Red","Macroalgae.Erec.Fin.Branching.Red.Foliose","Macroalgae.Filamentou..Filiform.Green","Macroalgae.Filamentou..Filiform.Turfin.Algae","Macroalgae.Globos..Saccate.Brown","Macroalgae.Globos..Saccate.Green","Macroalgae.Laminate.Brown","Macroalgae.Laminate.Green","Macroalgae.Laminate.Red","Molluscs.Bivalves.Scallop","Seagrasses.Elliptica.Leaves.Halophil.sp.","Seagrasses.Elliptica.Leaves.Halophil.sp..epiphytes.algae","Seagrasses.Strap-Lik.Leaves","Seagrasses.Strap-Lik.Leaves.Amphiboli.sp.","Seagrasses.Strap-Lik.Leaves.Amphiboli.sp..epiphytes.algae","Seagrasses.Strap-Lik.Leaves.Amphiboli.sp..epiphytes.other","Seagrasses.Strap-Lik.Leaves.epiphytes.algae","Seagrasses.Strap-Lik.Leaves.Posidoni.sp.","Seagrasses.Strap-Lik.Leaves.Posidoni.sp..epiphytes.algae","Seagrasses.Strap-Lik.Leaves.Posidoni.sp..epiphytes.other","Seagrasses.Strap-Lik.Leaves.Rupi.sp..epiphytes.algae","Sponges","Sponges.Crusts","Sponges.Crusts.Encrusting","Sponges.Crusts.Encrusting.Encrustin.Orange","Sponges.Cup-Likes.Cups.Cu..Goblet","Sponges.Cup-Likes.Tube.An.Chimneys.Tube.Orang.Irrigular","Sponges.Massiv.Forms","Substrate.Consolidate..Boulders","Substrate.Consolidate..Rock","Substrate.Unconsolidate..Pebbl..Gravel","Substrate.Unconsolidate..Pebbl..Gravel.Biologenic","Substrate.Unconsolidate..Pebbl..Gravel.Biologenic.Coquin..Shellhash","Substrate.Unconsolidate..San..Mu.","Substrate.Unconsolidate..San..Mu..Coars.San.","Substrate.Unconsolidate..San..Mu..Fin.San.","Substrate.Unconsolidate..San..Mu..Mu..Sil.","total.sum","Latitude","Longitude","Zone","Transect","Transect.id"
"967","L1120_HPZT9_13_16_23_0103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54097,115.210595,"HPZ",9,"HPZ.9"
"968","L1120_HPZT9_13_16_23_0104",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,100,33.54097833,115.2105733,"HPZ",9,"HPZ.9"
"969","L1120_HPZT9_13_16_23_0105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54097333,115.2105433,"HPZ",9,"HPZ.9"
"970","L1120_HPZT9_13_16_23_0106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.540965,115.2105183,"HPZ",9,"HPZ.9"
"971","L1120_HPZT9_13_16_23_0107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54096167,115.210495,"HPZ",9,"HPZ.9"
"972","L1120_HPZT9_13_16_23_0108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54096,115.21047,"HPZ",9,"HPZ.9"
"973","L1120_HPZT9_13_16_23_0109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.540955,115.2104433,"HPZ",9,"HPZ.9"
"974","L1120_HPZT9_13_16_23_0110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,100,33.54094833,115.210415,"HPZ",9,"HPZ.9"
"975","L1120_HPZT9_13_16_23_0111",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,100,33.54094833,115.2103933,"HPZ",9,"HPZ.9"
"976","L1120_HPZT9_13_16_23_0112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,84,0,100,33.54093667,115.21037,"HPZ",9,"HPZ.9"
"977","L1120_HPZT9_13_16_23_0113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.540935,115.2103617,"HPZ",9,"HPZ.9"
"978","L1120_HPZT9_13_16_23_0114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54092833,115.2103417,"HPZ",9,"HPZ.9"
"979","L1120_HPZT9_13_16_23_0115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,100,33.54092667,115.2103217,"HPZ",9,"HPZ.9"
"980","L1120_HPZT9_13_16_23_0116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.540925,115.2103017,"HPZ",9,"HPZ.9"
"981","L1120_HPZT9_13_16_23_0117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.540925,115.2102783,"HPZ",9,"HPZ.9"
"982","L1120_HPZT9_13_16_23_0118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54092167,115.2102533,"HPZ",9,"HPZ.9"
"983","L1120_HPZT9_13_16_23_0119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,88,0,100,33.54091833,115.2102283,"HPZ",9,"HPZ.9"
"984","L1120_HPZT9_13_16_23_0120",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,64,0,100,33.54091,115.2102017,"HPZ",9,"HPZ.9"
"985","L1120_HPZT9_13_16_23_0121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,96,0,100,33.54091,115.2101833,"HPZ",9,"HPZ.9"
"986","L1120_HPZT9_13_16_23_0122",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,72,0,100,33.54090667,115.2101667,"HPZ",9,"HPZ.9"
"987","L1120_HPZT9_13_16_23_0123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,72,0,100,33.54089167,115.210145,"HPZ",9,"HPZ.9"
"988","L1120_HPZT9_13_16_23_0124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,56,0,100,33.54087667,115.2101283,"HPZ",9,"HPZ.9"
"989","L1120_HPZT9_13_16_23_0125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,92,0,100,33.54086833,115.21011,"HPZ",9,"HPZ.9"
"990","L1120_HPZT9_13_16_23_0126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,84,0,100,33.54086167,115.2100817,"HPZ",9,"HPZ.9"
"991","L1120_HPZT9_13_16_23_0127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,68,0,100,33.54085833,115.210055,"HPZ",9,"HPZ.9"
"992","L1120_HPZT9_13_16_23_0128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54086333,115.2100317,"HPZ",9,"HPZ.9"
"993","L1120_HPZT9_13_16_23_0129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,84,0,100,33.54086167,115.210005,"HPZ",9,"HPZ.9"
"994","L1120_HPZT9_13_16_23_0130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54086,115.2099817,"HPZ",9,"HPZ.9"
"995","L1120_HPZT9_13_16_23_0131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54085667,115.2099617,"HPZ",9,"HPZ.9"
"996","L1120_HPZT9_13_16_23_0132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54085167,115.2099233,"HPZ",9,"HPZ.9"
"997","L1120_HPZT9_13_16_23_0133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54085333,115.2099017,"HPZ",9,"HPZ.9"
"998","L1120_HPZT9_13_16_23_0134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.540845,115.209875,"HPZ",9,"HPZ.9"
"999","L1120_HPZT9_13_16_23_0135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54084333,115.2098567,"HPZ",9,"HPZ.9"
"1000","L1120_HPZT9_13_16_23_0136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54084167,115.2098433,"HPZ",9,"HPZ.9"
"1001","L1120_HPZT9_13_16_23_0137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54084333,115.2098167,"HPZ",9,"HPZ.9"
"1002","L1120_HPZT9_13_16_23_0138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54084333,115.2097967,"HPZ",9,"HPZ.9"
"1003","L1120_HPZT9_13_16_23_0139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54084667,115.209775,"HPZ",9,"HPZ.9"
"1004","L1120_HPZT9_13_16_23_0140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54084833,115.2097483,"HPZ",9,"HPZ.9"
"1005","L1120_HPZT9_13_16_23_0141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54084833,115.2097317,"HPZ",9,"HPZ.9"
"1006","L1120_HPZT9_13_16_23_0142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54084833,115.2097167,"HPZ",9,"HPZ.9"
"1007","L1120_HPZT9_13_16_23_0143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54085333,115.2096967,"HPZ",9,"HPZ.9"
"1008","L1120_HPZT9_13_16_23_0144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54085833,115.20968,"HPZ",9,"HPZ.9"
"1009","L1120_HPZT9_13_16_23_0145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.540855,115.2096533,"HPZ",9,"HPZ.9"
"1010","L1120_HPZT9_13_16_23_0146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54084667,115.2096233,"HPZ",9,"HPZ.9"
"1011","L1120_HPZT9_13_16_23_0147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54083833,115.209595,"HPZ",9,"HPZ.9"
"1012","L1120_HPZT9_13_16_23_0148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.540835,115.2095633,"HPZ",9,"HPZ.9"
"1013","L1120_HPZT9_13_16_23_0149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54083833,115.20954,"HPZ",9,"HPZ.9"
"1014","L1120_HPZT9_13_16_23_0150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54082333,115.20951,"HPZ",9,"HPZ.9"
"1015","L1120_HPZT9_13_16_23_0151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54081333,115.209485,"HPZ",9,"HPZ.9"
"1016","L1120_HPZT9_13_16_23_0152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54080167,115.2094717,"HPZ",9,"HPZ.9"
"1017","L1120_HPZT9_13_16_23_0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54079333,115.2094533,"HPZ",9,"HPZ.9"
"1018","L1120_HPZT9_13_16_23_0154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54079667,115.2094433,"HPZ",9,"HPZ.9"
"1019","L1120_HPZT9_13_16_23_0155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,84,0,100,33.54079833,115.209415,"HPZ",9,"HPZ.9"
"1020","L1120_HPZT9_13_16_23_0156",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,76,0,100,33.54079667,115.2093783,"HPZ",9,"HPZ.9"
"1021","L1120_HPZT9_13_16_23_0157",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,44,0,100,33.54079,115.20935,"HPZ",9,"HPZ.9"
"1022","L1120_HPZT9_13_16_23_0158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,48,48,0,100,33.540785,115.2093283,"HPZ",9,"HPZ.9"
"1023","L1120_HPZT9_13_16_23_0159",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,24,64,0,100,33.54077667,115.2093067,"HPZ",9,"HPZ.9"
"1024","L1120_HPZT9_13_16_23_0160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,33.54077167,115.2092833,"HPZ",9,"HPZ.9"
"1025","L1120_HPZT9_13_16_23_0161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,76,0,100,33.54076833,115.2092567,"HPZ",9,"HPZ.9"
"1026","L1120_HPZT9_13_16_23_0162",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,44,0,100,33.54077167,115.2092367,"HPZ",9,"HPZ.9"
"1027","L1120_HPZT9_13_16_23_0163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,96,0,100,33.54077167,115.209215,"HPZ",9,"HPZ.9"
"1028","L1120_HPZT9_13_16_23_0164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,76,0,100,33.54076333,115.2091933,"HPZ",9,"HPZ.9"
"1029","L1120_HPZT9_13_16_23_0165",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,76,0,100,33.540755,115.209175,"HPZ",9,"HPZ.9"
"1030","L1120_HPZT9_13_16_23_0166",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,100,33.54075,115.20916,"HPZ",9,"HPZ.9"
"1031","L1120_HPZT9_13_16_23_0167",0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,100,33.54074833,115.209145,"HPZ",9,"HPZ.9"
"1032","L1120_HPZT9_13_16_23_0168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,88,0,100,33.54074833,115.2091317,"HPZ",9,"HPZ.9"
"1033","L1120_HPZT9_13_16_23_0169",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,92,0,100,33.540745,115.20911,"HPZ",9,"HPZ.9"
"1034","L1120_HPZT9_13_16_23_0170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,96,0,100,33.54074333,115.2090917,"HPZ",9,"HPZ.9"
"1035","L1120_HPZT9_13_16_23_0171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,92,0,100,33.54075,115.2090683,"HPZ",9,"HPZ.9"
"1036","L1120_HPZT9_13_16_23_0172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,88,0,100,33.54075,115.2090533,"HPZ",9,"HPZ.9"
"1037","L1120_HPZT9_13_16_23_0173",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,88,0,100,33.54075,115.2090317,"HPZ",9,"HPZ.9"
"1038","L1120_HPZT9_13_16_23_0174",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,100,33.54075,115.20901,"HPZ",9,"HPZ.9"
"1039","L1120_HPZT9_13_16_23_0175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,88,0,100,33.54075,115.2089883,"HPZ",9,"HPZ.9"
"1040","L1120_HPZT9_13_16_23_0176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,88,0,100,33.54074333,115.208965,"HPZ",9,"HPZ.9"
"1041","L1120_HPZT9_13_16_23_0177",0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,68,0,100,33.540735,115.2089417,"HPZ",9,"HPZ.9"
